accuracy,loss,val_accuracy,val_loss
0.46302592754364014,1.9868229627609253,0.5437633395195007,1.626297950744629
0.5148481726646423,1.737189769744873,0.5471972227096558,1.5911210775375366
0.5218748450279236,1.6986819505691528,0.5558207631111145,1.5620695352554321
0.5260971188545227,1.6814210414886475,0.5591487884521484,1.548235297203064
0.5286882519721985,1.6674377918243408,0.5592669248580933,1.5395522117614746
0.5314016342163086,1.6560776233673096,0.5616865754127502,1.5262539386749268
0.5320702195167542,1.6487005949020386,0.5662325620651245,1.519213318824768
0.5331238508224487,1.6444364786148071,0.5740943551063538,1.4923028945922852
0.5327517986297607,1.6439247131347656,0.5719842910766602,1.4934395551681519
0.5338860750198364,1.6383614540100098,0.5712999701499939,1.4921778440475464
0.5344870090484619,1.6354988813400269,0.5632222890853882,1.5110092163085938
0.5349917411804199,1.6324117183685303,0.5759356021881104,1.4829119443893433
0.5356056690216064,1.6280330419540405,0.5737358927726746,1.487610936164856
0.5364902019500732,1.625731348991394,0.5707785487174988,1.4982677698135376
0.5360739231109619,1.6246886253356934,0.5738784670829773,1.4893299341201782
0.5370885133743286,1.6252269744873047,0.5665991902351379,1.5022870302200317
0.5364927649497986,1.6217155456542969,0.5656582117080688,1.5084352493286133
0.5380849242210388,1.620496392250061,0.5747175812721252,1.4781759977340698
0.5386338233947754,1.6209343671798706,0.5766239762306213,1.4749518632888794
0.539039671421051,1.617232322692871,0.5741310119628906,1.47812819480896
0.5399762392044067,1.619500994682312,0.5668517351150513,1.500909447669983
0.5377389192581177,1.6144373416900635,0.5635318756103516,1.502143144607544
0.5386364459991455,1.6162434816360474,0.5795894861221313,1.4561080932617188
0.538919985294342,1.615910291671753,0.5766443610191345,1.4736557006835938
0.5393492579460144,1.614052653312683,0.5794469118118286,1.4664782285690308
0.5398305654525757,1.6122459173202515,0.5786444544792175,1.4694215059280396
0.5393206477165222,1.6123543977737427,0.5766891837120056,1.4761395454406738
0.5395079255104065,1.6120234727859497,0.5752878785133362,1.478564739227295
0.5400933027267456,1.6114139556884766,0.5795039534568787,1.467523217201233
0.5404393076896667,1.6095409393310547,0.5701757073402405,1.4870797395706177
0.5403794646263123,1.610232949256897,0.5802982449531555,1.4650779962539673
0.5404185056686401,1.6101804971694946,0.5776423811912537,1.4722973108291626
0.5394455194473267,1.609988808631897,0.5764244198799133,1.473586916923523
