accuracy,loss,val_accuracy,val_loss
0.39768633246421814,2.059340000152588,0.5043380856513977,1.6895192861557007
0.5328582525253296,1.5430512428283691,0.6071754097938538,1.3365809917449951
0.6015710830688477,1.2817635536193848,0.6458664536476135,1.1912014484405518
0.6473166942596436,1.1074161529541016,0.684166669845581,1.0679162740707397
0.6859884262084961,0.96695876121521,0.7216330766677856,0.9349548816680908
0.7125512361526489,0.8706465363502502,0.7465933561325073,0.8569502234458923
0.739302933216095,0.7784900069236755,0.7614704966545105,0.8091948628425598
0.7581014037132263,0.7146846652030945,0.7902868390083313,0.710395872592926
0.7756492495536804,0.6575775742530823,0.8096975088119507,0.653939425945282
0.7883574366569519,0.6182119250297546,0.8182433843612671,0.6243752837181091
0.8033323884010315,0.5706613659858704,0.8269716501235962,0.5984758138656616
0.8127186298370361,0.5365447402000427,0.829420804977417,0.590703010559082
0.8237006664276123,0.5060698986053467,0.8432297110557556,0.5486551523208618
0.829159140586853,0.48592880368232727,0.8478413820266724,0.5354984402656555
0.8395875692367554,0.4561133086681366,0.8472160696983337,0.5298975110054016
0.8451372385025024,0.43815141916275024,0.8559703826904297,0.5032009482383728
0.8509474396705627,0.4217225909233093,0.865792989730835,0.47697529196739197
0.8572982549667358,0.4054549038410187,0.8717073798179626,0.46064406633377075
0.8625938892364502,0.38957685232162476,0.8723587393760681,0.4535979628562927
0.8669319748878479,0.3760156035423279,0.8820249438285828,0.4282533824443817
0.8700976371765137,0.3637436330318451,0.8854120373725891,0.4204152524471283
0.8758166432380676,0.34946995973587036,0.8923165202140808,0.3948986530303955
0.8782071471214294,0.34211859107017517,0.8868710994720459,0.4142313599586487
0.8813532590866089,0.33175110816955566,0.8929678797721863,0.4002951979637146
0.8849292993545532,0.3241496682167053,0.8913785219192505,0.3975502550601959
0.8881796002388,0.3146263360977173,0.8956254124641418,0.385858416557312
0.889742910861969,0.30927926301956177,0.8924207091331482,0.40290847420692444
0.8928303718566895,0.299504816532135,0.9003413319587708,0.3736419379711151
0.8961458802223206,0.2922135591506958,0.9033636450767517,0.3655235767364502
0.8969209790229797,0.28520211577415466,0.9032855033874512,0.3661193549633026
0.8983474969863892,0.28186842799186707,0.9051874876022339,0.3610212206840515
0.9014349579811096,0.2737143933773041,0.9087569117546082,0.3487636148929596
0.9029461145401001,0.26870396733283997,0.905474066734314,0.35782527923583984
0.9053040742874146,0.26116716861724854,0.910763144493103,0.34332647919654846
0.9067696928977966,0.25901472568511963,0.911206066608429,0.3364295959472656
0.9078965187072754,0.25233930349349976,0.9080795049667358,0.3495900630950928
0.9083915948867798,0.2522730231285095,0.9143326282501221,0.3309430181980133
0.9118959307670593,0.2423570156097412,0.9168077707290649,0.3243465721607208
0.9127687811851501,0.24172767996788025,0.9153226613998413,0.33249929547309875
0.9134982824325562,0.23893043398857117,0.9143586754798889,0.334547758102417
0.9156673550605774,0.23510265350341797,0.9183971285820007,0.32899436354637146
0.9165271520614624,0.2300633192062378,0.9140199422836304,0.33901020884513855
0.9183249473571777,0.2251977026462555,0.9147234559059143,0.3374408185482025
0.9203767776489258,0.21982116997241974,0.9213933944702148,0.3129832446575165
0.9184682369232178,0.22274494171142578,0.9202991127967834,0.3178922235965729
0.9210020899772644,0.2168121039867401,0.9162085652351379,0.334730327129364
0.9221224188804626,0.2164987027645111,0.920507550239563,0.31794682145118713
0.9234186410903931,0.21092532575130463,0.9218363165855408,0.31819769740104675
0.9243631362915039,0.20709675550460815,0.9224095344543457,0.3137527406215668
0.9251838326454163,0.2060716152191162,0.9217842221260071,0.3163318634033203
0.9246757626533508,0.20628514885902405,0.9216018319129944,0.3169914484024048
0.9260045886039734,0.20303095877170563,0.9284020662307739,0.2937031686306
0.927418053150177,0.19929386675357819,0.9276465177536011,0.29732340574264526
0.9276981353759766,0.1987433135509491,0.9266303777694702,0.30451661348342896
0.9282843470573425,0.19534742832183838,0.9243115186691284,0.309150367975235
0.9293786883354187,0.19468717277050018,0.931398332118988,0.2862023115158081
0.9300756454467773,0.1915360987186432,0.9283499717712402,0.29899388551712036
0.9311112761497498,0.188820019364357,0.9267606139183044,0.29970434308052063
0.931430459022522,0.18823228776454926,0.9276725649833679,0.29262030124664307
0.9334431886672974,0.1849319040775299,0.9291316270828247,0.28885385394096375
0.934055507183075,0.18153847754001617,0.9300435185432434,0.29046523571014404
0.9329416155815125,0.18260397017002106,0.9274119734764099,0.3032417893409729
0.9345049262046814,0.18114866316318512,0.9307209253311157,0.296122282743454
0.9335799813270569,0.1805340200662613,0.9313722848892212,0.2894080579280853
0.9367456436157227,0.17260560393333435,0.9304864406585693,0.29142555594444275
0.9350976943969727,0.17604993283748627,0.9335087537765503,0.2793644666671753
0.9356383085250854,0.1750621795654297,0.9294703006744385,0.29353898763656616
0.9369605779647827,0.17105163633823395,0.9311638474464417,0.2907665967941284
0.9376445412635803,0.16980808973312378,0.9308512210845947,0.29320237040519714
0.9375793933868408,0.1696680635213852,0.9336650967597961,0.28726881742477417
0.9375728964805603,0.16986989974975586,0.9320757389068604,0.2894538640975952
0.9389342069625854,0.1657284051179886,0.8787160515785217,0.5255351066589355
0.9396572709083557,0.1663680374622345,0.931242048740387,0.2859133183956146
0.9393641352653503,0.16391544044017792,0.9320496916770935,0.28958427906036377
0.9392794370651245,0.16460582613945007,0.9349417686462402,0.2743302881717682
0.9407450556755066,0.1604057103395462,0.9358797073364258,0.27271708846092224
0.9395269751548767,0.16435034573078156,0.9334306120872498,0.27967652678489685
0.9414354562759399,0.15825213491916656,0.9358015656471252,0.27521708607673645
0.9414745569229126,0.16142073273658752,0.9346030354499817,0.28209224343299866
0.9429792165756226,0.15516678988933563,0.9340559244155884,0.28302696347236633
0.9430183172225952,0.15304100513458252,0.9346030354499817,0.28232336044311523
0.9431681036949158,0.15289483964443207,0.9367395043373108,0.27527692914009094
0.9437087774276733,0.15295806527137756,0.9349417686462402,0.28086474537849426
0.9432202577590942,0.1533067375421524,0.934550940990448,0.2844234108924866
0.9433635473251343,0.15374581515789032,0.937390923500061,0.27469930052757263
0.9434091448783875,0.15057459473609924,0.9374430179595947,0.27059251070022583
0.9448747038841248,0.14772221446037292,0.9380422830581665,0.27267515659332275
0.9441712498664856,0.15092377364635468,0.9389281272888184,0.2750980257987976
0.9467245936393738,0.14514493942260742,0.9379119873046875,0.27392590045928955
0.9453892707824707,0.14871333539485931,0.9372085332870483,0.2791420817375183
0.9448877573013306,0.1478652060031891,0.9375993609428406,0.27945634722709656
0.9460211396217346,0.1444457620382309,0.9356191754341125,0.2812058925628662
0.9462035298347473,0.14502349495887756,0.9364268779754639,0.2842562198638916
0.9474931955337524,0.1413586288690567,0.9383549094200134,0.27220118045806885
0.9476495385169983,0.14092206954956055,0.9366613626480103,0.27776598930358887
0.9465161561965942,0.1444643884897232,0.9396576285362244,0.2669123113155365
0.9483920931816101,0.14016057550907135,0.937703549861908,0.2754571735858917
0.9474280476570129,0.1414911448955536,0.9381464719772339,0.27086231112480164
0.9478775262832642,0.140449658036232,0.9380422830581665,0.27919769287109375
0.9495124220848083,0.13607154786586761,0.938433051109314,0.27591967582702637
0.9494668841362,0.13644719123840332,0.9396836757659912,0.27068766951560974
0.9481445550918579,0.1385672688484192,0.9351762533187866,0.2885963022708893
0.9512190222740173,0.1343911737203598,0.9384591579437256,0.2757738530635834
0.9506328105926514,0.13429537415504456,0.9377816915512085,0.27390003204345703
0.9505546689033508,0.1345968097448349,0.9381464719772339,0.28388532996177673
0.9500921964645386,0.1344706118106842,0.9403611421585083,0.27201443910598755
